category,goods_name,jpPrice,jporgPrice,referencePrice
食品,北海道特產白色戀人 白巧克力餅乾 24個,"1,500JPY","2,003JPY",(約76.65CNY)
食品,UHA 味覺糖 e-ma爽喉糖 混合水果味 50g,231JPY,231JPY,(約11.8CNY)
食品,永穀園 大人香松飯友 烤鱈魚 2.4g x 5包,173JPY,173JPY,(約8.84CNY)
食品,沖繩島辣椒香檬胡椒 30g,430JPY,538JPY,(約21.97CNY)
食品,北海道青華堂 MILKY GOLD 超濃厚巧克力布丁 1個,380JPY,380JPY,(約19.42CNY)
食品,永穀園 鮭魚茶泡飯 5.8g x 6包,253JPY,253JPY,(約12.93CNY)
食品,味之素 Knorr杯湯系列 奶味香菇濃湯,277JPY,277JPY,(約14.15CNY)
食品,北海道特產白色戀人 白巧克力&黑巧克力餅乾 24個,"1,560JPY","2,003JPY",(約79.72CNY)
食品,湖池屋 海苔鹽味薯條 40g,150JPY,150JPY,(約7.67CNY)
食品,湖池屋 醇厚清湯味薯片 60g,152JPY,152JPY,(約7.77CNY)
食品,不二家 麵包超人機能小饅頭餅乾 50g,218JPY,218JPY,(約11.14CNY)
食品,UCC悠詩詩滴濾式掛耳職人咖啡 平衡調合圓潤口感 7g×50袋,"1,187JPY","1,187JPY",(約60.66CNY)
食品,男梅 濃縮梅片,229JPY,229JPY,(約11.7CNY)
食品,北海道特產白色戀人 白巧克力餅乾 9個,600JPY,752JPY,(約30.66CNY)
食品,AGF MAXIM 香醇即溶咖啡 補充包(袋) 70g,289JPY,498JPY,(約14.77CNY)
食品,Nobel诺贝尔 超浓厚牛奶糖 北海道红豆味 1袋装 80g,280JPY,280JPY,(約14.31CNY)
食品,森永 兒童餅乾 淡鹽味 5袋裝 10g×5袋,160JPY,160JPY,(約8.18CNY)
食品,不二家 麵包超人幼兒餅乾 84g,218JPY,218JPY,(約11.14CNY)
食品,CalorieMate 低熱量餅乾 水果口味,258JPY,258JPY,(約13.18CNY)
食品,Hamada滨田 Healthy Club香草味高钙威化饼干 40枚,608JPY,608JPY,(約31.07CNY)
食品,BOURBON 波路梦布尔本 旋风奶油脆皮饼干 14个,164JPY,164JPY,(約8.38CNY)
食品,湖池屋 清爽酸梅味薯條 40g,150JPY,150JPY,(約7.67CNY)
食品,上间果子店 蜂蜜梅子 72g(保质期至2022-06-13),346JPY,346JPY,(約17.68CNY)
食品,永穀園 大人拌飯素 芥末味 13.5g,122JPY,128JPY,(約6.23CNY)
食品,S&B義大利面醬汁 生風味 辣明太子口味 53.4g,300JPY,300JPY,(約15.33CNY)
食品,BOURBON 波路梦布尔本 fettuccine 条形果汁软糖 粉柠檬味 50g,129JPY,129JPY,(約6.59CNY)
食品,Glico 格力高 SUNAO 杏仁香草奶油夾心 6枚裝（1枚含糖4.5g),350JPY,350JPY,(約17.89CNY)
食品,北海道特產白色戀人 黑巧克力餅乾 18個(保質期至2022-05-24),"1,200JPY","1,502JPY",(約61.32CNY)
食品,森永 蒙奈 兒童小餅乾,240JPY,240JPY,(約12.26CNY)
食品,永穀園 鱈魚茶泡飯 6.5g x 6包,253JPY,253JPY,(約12.93CNY)
食品,春日井果汁软糖 25g×4袋,219JPY,219JPY,(約11.19CNY)
食品,S&B義大利面醬汁 生風味 奶油鱈魚子口味 53.4g,300JPY,300JPY,(約15.33CNY)
食品,焦糖黑糖 120g,269JPY,340JPY,(約13.75CNY)
食品,Glico固力果格力高 PRETZ棒 [沙拉],133JPY,133JPY,(約6.8CNY)
食品,SANRITSU三立 源氏派,244JPY,244JPY,(約12.47CNY)
食品,Calbee卡樂比 薯粒三姐妹 10袋,"1,131JPY","1,131JPY",(約57.79CNY)
食品,S&B義大利面醬汁 棷欖油香蒜口味 44.6g,299JPY,299JPY,(約15.28CNY)
食品,Hamada滨田 Healthy Club可可味高铁钙威化饼干 40枚,608JPY,608JPY,(約31.07CNY)
食品,UCC職人 便利沖濾掛式咖啡 溫醇滋味 (8杯份),376JPY,376JPY,(約19.21CNY)
食品,不二家 麵包超人 一口餅乾 10袋　135g,393JPY,393JPY,(約20.08CNY)
食品,春日井 薄荷润喉糖什锦水果味糖果 67g,211JPY,211JPY,(約10.78CNY)
食品,Asahi 蟹雜燴粥 介護食品 100g,227JPY,227JPY,(約11.6CNY)
食品,永谷園 大人拌飯素 柴魚味 13.5g,173JPY,173JPY,(約8.84CNY)
食品,MORINAGA森永 牛奶糖大盒,461JPY,461JPY,(約23.56CNY)
食品,Kabaya卡巴也 TOUGH大颗粒软糖 100g,203JPY,203JPY,(約10.37CNY)
食品,不二家 麵包超人一口餅乾 4連包 80g,220JPY,220JPY,(約11.24CNY)
食品,Kracie FRISK NEO涼糖 葡萄(保質期至2022-05-01),345JPY,345JPY,(約17.63CNY)
食品,丸美屋 拌飯素 雞蛋海苔味 58g 大袋,300JPY,300JPY,(約15.33CNY)
食品,北海道青華堂 雪花青 牛奶巧克力曲奇餅乾 30枚裝,"1,200JPY","1,711JPY",(約61.32CNY)
食品,提拉米苏杏仁巧克力 草莓味(保质期至2022-06-15),"1,580JPY","1,780JPY",(約80.74CNY)
食品,丸美屋 沙丁魚海苔 拌飯料 31g,185JPY,185JPY,(約9.45CNY)
食品,FUJIYA不二家 麵包超人軟糖 4袋裝（21g×4袋）,197JPY,197JPY,(約10.07CNY)
食品,Meiji明治 cacao72% 杏仁巧克力 大袋 166g,620JPY,811JPY,(約31.68CNY)
食品,S&B義大利面醬汁 生風味 鱈魚子口味 53.4g,300JPY,300JPY,(約15.33CNY)
食品,永穀園 梅幹茶泡飯 6袋入,289JPY,289JPY,(約14.77CNY)
食品,UHA 味覺糖 e-ma爽喉糖 袋裝　葡萄味 50g,231JPY,231JPY,(約11.8CNY)
食品,frisk 清涼薄荷糖 柳丁味 35g,381JPY,381JPY,(約19.47CNY)
食品,UHA悠哈 味觉糖 特浓牛奶8.2 特浓盐牛奶味 1袋装75g,259JPY,259JPY,(約13.23CNY)
食品,LOTTE樂天 Ghana 牛奶巧克力 24個 96g,220JPY,275JPY,(約11.24CNY)
食品,湖池屋 家庭裝 海苔鹽味薯片 126g,328JPY,328JPY,(約16.76CNY)
食品,北海道特產白色戀人 白巧克力&黑巧克力餅乾 36個,"2,500JPY","3,263JPY",(約127.75CNY)
食品,MORINAGA森永 牛奶可哥亞300g,464JPY,464JPY,(約23.71CNY)
食品,Tohato桃哈多 麵包超人 玉米圈 25g,202JPY,202JPY,(約10.32CNY)
食品,Glico固力果格力高 牛奶夹心甜筒卷 48g,178JPY,178JPY,(約9.1CNY)
食品,湖池屋 香辣味薯條 40g,150JPY,150JPY,(約7.67CNY)
食品,UCC職人 便利沖濾掛式咖啡 濃郁香醇 (8杯份),376JPY,376JPY,(約19.21CNY)
食品,Kracie FRISK NEO 清新口含錠 檸檬 35g,345JPY,398JPY,(約17.63CNY)
食品,Asahi 貝類雜燴粥 介護食品 100g,227JPY,227JPY,(約11.6CNY)
食品,Asahi 鯛魚雜燴粥 介護食品 100g,227JPY,227JPY,(約11.6CNY)
食品,丸美屋 拌飯素 鱈魚子 大袋 60g,300JPY,300JPY,(約15.33CNY)
食品,湖池屋 醇厚清湯味薯片 126g,328JPY,328JPY,(約16.76CNY)
食品,Glico固力果格力高 Pocky巧克力棒,168JPY,202JPY,(約8.58CNY)
食品,味之素「HONDASHI」調味粉 120g,283JPY,283JPY,(約14.46CNY)
食品,NOBEL超男梅錠糖30g,194JPY,194JPY,(約9.91CNY)
食品,UCC 職人的咖啡 甜香 300g,554JPY,554JPY,(約28.31CNY)
食品,Hamada滨田 Healthy Club浓郁可可味高铁钙威化饼干 40枚,608JPY,608JPY,(約31.07CNY)
食品,北海道特產白色戀人 白巧克力&黑巧克力餅乾 54個,"3,980JPY","4,763JPY",(約203.38CNY)
食品,Calbee卡樂比 黃金薯條片 18g×8袋,"1,475JPY","1,475JPY",(約75.37CNY)
食品,永穀園 山葵茶泡飯 5.3g x 6包,252JPY,252JPY,(約12.88CNY)
食品,UHA悠哈 味觉糖 麻辣花生味 55g,208JPY,208JPY,(約10.63CNY)
食品,情熱價格 堅果巧克力 340g,580JPY,831JPY,(約29.64CNY)
食品,Glico固力果格力高 pretz百力滋北海道黃油餅乾 14袋,"1,031JPY","1,031JPY",(約52.68CNY)
食品,北海道特產白色戀人 白巧克力餅乾 27個,"2,000JPY","2,386JPY",(約102.2CNY)
食品,北海道特產HORI 夕張哈密瓜 pure布丁果凍 12個,965JPY,965JPY,(約49.31CNY)
食品,frisk 清涼薄荷糖 超強薄荷 35g,381JPY,381JPY,(約19.47CNY)
食品,Hamada滨田 Healthy Club蓝莓味威化饼干 40枚,608JPY,608JPY,(約31.07CNY)
食品,Glico固力果格力高 PRETZ番茄蔬果棒 (9袋),480JPY,480JPY,(約24.53CNY)
食品,北海道特產SOKENSHA創健社 有機黑巧克力 含可哥粒（GRACIA DEL SOL）100g,500JPY,690JPY,(約25.55CNY)
食品,天乃屋 歌舞伎揚 仙貝 11個,343JPY,343JPY,(約17.53CNY)
食品,湖池屋 清爽酸味薯片 55g,197JPY,197JPY,(約10.07CNY)
食品,上间果子店 甘梅一番梅子肉 65g,572JPY,572JPY,(約29.23CNY)
食品,森永乳業 creap 奶精 替換補充裝 200g,553JPY,553JPY,(約28.26CNY)
食品,Asahi 魚翅雜燴粥 介護食品100g,227JPY,227JPY,(約11.6CNY)
食品,情熱價格 香菇小零食 125g,704JPY,704JPY,(約35.97CNY)
食品,情熱價格 柔和可哥蛋糕 10個,495JPY,495JPY,(約25.29CNY)
食品,LOTTE樂天 TOPPO巧克力夾心餅乾棒 8袋,310JPY,379JPY,(約15.84CNY)
食品,不二家 麵包超人 糖果 110g 6個入,300JPY,300JPY,(約15.33CNY)
食品,Glico固力果格力高 PRETZ百力滋餅乾棒 沙拉味 9袋 143g,365JPY,365JPY,(約18.65CNY)
食品,情熱價格 濕海帶莖裙帶菜 梅子味 130g,413JPY,413JPY,(約21.1CNY)
食品,Glico固力果格力高 黄油酥脆饼干棒 62g,154JPY,154JPY,(約7.87CNY)
食品,House食品 umakachan 博多辣芥末醬高麗菜味 5份裝,644JPY,644JPY,(約32.91CNY)
食品,岩塚制果 黑豆煎餅 169g,262JPY,262JPY,(約13.39CNY)
食品,三菱食品 KAMUKAMU 巨峰葡萄糖果 120g,466JPY,466JPY,(約23.81CNY)
食品,三菱食品 KAMUKAMU 麝香葡萄糖果 120g,466JPY,466JPY,(約23.81CNY)
食品,上间果子店 潮人梅子肉 35g（保质期到2022年4月24日）,493JPY,493JPY,(約25.19CNY)
食品,北海道特產SOKENSHA創健社 VIVANI ORGANIC EXTRA 黑巧克力 92% 80g,500JPY,719JPY,(約25.55CNY)
食品,三菱食品 檸檬嚼糖 罐裝,468JPY,468JPY,(約23.91CNY)
食品,LOTTE樂天 CRUNKY 巧克力 24個 85g,398JPY,468JPY,(約20.34CNY)
食品,北海道特產SOKENSHA創健社 VIVANI ORGANIC 蔓越莓黑巧克力 100g,550JPY,725JPY,(約28.11CNY)
食品,Kabaya卡巴也 TOUGH大颗粒软糖 葡萄 100g,240JPY,240JPY,(約12.26CNY)
食品,情熱價格 黑糖花林糖 95g,111JPY,111JPY,(約5.67CNY)
食品,情熱價格　去核鹽味梅子 100g,580JPY,580JPY,(約29.64CNY)
食品,情熱價格 去核幹梅 160g,580JPY,580JPY,(約29.64CNY)
食品,frisk 清涼薄荷糖 清爽薄荷 35g,381JPY,381JPY,(約19.47CNY)
食品,日本北海道特產藤原制面 蟹味拉麵 味增味,200JPY,200JPY,(約10.22CNY)
食品,日本北海道特產藤原制面 蛤蜊拉麵 鹹味,200JPY,200JPY,(約10.22CNY)
食品,日本北海道特產藤原制面 北海道拉麵蟹醬油味,220JPY,220JPY,(約11.24CNY)
食品,上間果子店 SUPPALMAN 梅子糖 12個,257JPY,257JPY,(約13.13CNY)
食品,北海道特产HORI 牛奶巧克力玉米棒 16个,798JPY,942JPY,(約40.78CNY)
食品,Asahi 胡蘿蔔濃湯風味介護食品 65g,178JPY,178JPY,(約9.1CNY)
食品,UHA悠哈 特濃牛奶8.2 紅豆牛奶糖 袋裝,349JPY,349JPY,(約17.83CNY)
食品,北海道特產SOKENSHA創健社 板藍根糖 80g,655JPY,655JPY,(約33.47CNY)
食品,三島食品 MISHIMA YUKARI 紅紫蘇葉 大袋 拌飯料 60g,370JPY,370JPY,(約18.91CNY)
食品,三島食品 MISHIMA AKARI 唐辛明太子 拌飯料 12g,158JPY,158JPY,(約8.07CNY)
食品,katsuren勝連漁業 檸檬調味醬汁 100g,351JPY,351JPY,(約17.94CNY)
食品,三島食品 MISHIMA UMEKO 梅子 拌飯料 12g,181JPY,181JPY,(約9.25CNY)
食品,LOTTE樂天 cacao 巧克力 135g,450JPY,586JPY,(約23CNY)
食品,Asahi 沙丁魚白味增搭配 介護食品 100g,227JPY,227JPY,(約11.6CNY)
食品,Glico固力果格力高 PRETZ番茄蔬果棒 (2袋),155JPY,155JPY,(約7.92CNY)
食品,MORINAGA森永 紅豆焦糖奶糖 大盒 149g,469JPY,469JPY,(約23.97CNY)
食品,frisk 清涼薄荷糖 清涼薄荷 35g,381JPY,381JPY,(約19.47CNY)
食品,北海道特產SOKENSHA創健社 牛奶黑巧克力 50% 80g,500JPY,719JPY,(約25.55CNY)
食品,三幸制果 芝士仙貝 20個,202JPY,202JPY,(約10.32CNY)
食品,三島食品 MISHIMA YUKARI 紅紫蘇葉 拌飯料 26g,172JPY,172JPY,(約8.79CNY)
食品,Asahi 生薑煮沙丁魚蔬菜 介護食品 100g,227JPY,227JPY,(約11.6CNY)
食品,三島食品 MISHIMA HIROSHI 青菜 拌飯料 16g,170JPY,170JPY,(約8.69CNY)
食品,三島食品 MISHIMA KAORI 青紫蘇葉 拌飯料 15g,170JPY,170JPY,(約8.69CNY)
食品,Asahi 細膩易吞咽米飯 150g,222JPY,222JPY,(約11.34CNY)
食品,山善mitobe 芝麻魚條 340g,"1,265JPY","1,265JPY",(約64.64CNY)
食品,北海道特產SOKENSHA創健社 有機黑巧克力（GRACIA DEL SOL）100g,400JPY,624JPY,(約20.44CNY)
食品,Calbee卡樂比 豆次郎薯片 14g×6袋,836JPY,836JPY,(約42.72CNY)
食品,丘比 細膩光滑易吞咽米飯 150g,196JPY,196JPY,(約10.02CNY)
食品,丘比 簡易食譜 吞咽調整食品 Y5-18 300g,"1,712JPY","1,712JPY",(約87.48CNY)
食品,MILKY袋,216JPY,216JPY,(約11.04CNY)
食品,丘比 簡易食譜 吞咽調整食品(保質期至2022-05-01),"3,233JPY","3,233JPY",(約165.21CNY)
食品,明治 家中簡易吞咽調整食品 50 2.5G×50H,"1,723JPY","1,723JPY",(約88.05CNY)
食品,Asahi 吞咽调整食品 330g,"1,602JPY","1,602JPY",(約81.86CNY)
食品,Asahi 吞咽調整食品 1000g,"4,302JPY","4,302JPY",(約219.83CNY)
食品,Marukome 清真食品 味噌湯粉 裙帶菜 5g x 20份,"1,619JPY","1,619JPY",(約82.73CNY)
食品,Marukome 料亭之味 顆粒味噌 豆腐 6g x 6份,563JPY,563JPY,(約28.77CNY)
食品,Marukome 料亭之味 顆粒味噌 石蓴草 6g x 6份,563JPY,563JPY,(約28.77CNY)
食品,森永乳業 creap 奶精 265g,717JPY,717JPY,(約36.64CNY)
食品,森永乳業 creap 奶精 罐裝 85g,462JPY,462JPY,(約23.61CNY)
食品,情熱價格 柚子皮幹 92g,576JPY,576JPY,(約29.43CNY)
食品,NICHIFURI 海苔鹽薯片口味 拌飯配料 20ｇ,156JPY,156JPY,(約7.97CNY)
食品,湖池屋 家庭裝 淡鹽味薯片 126g,328JPY,328JPY,(約16.76CNY)
